,AR
14187,PGM2L1
14188,PGM3
14190,PGM5
14192,PGP
14194,PGRMC1
14196,PGRMC2
14197,PHACTR1
14198,PHACTR4
14200,PHB
14202,PHB2
14204,PHC1
14205,PHC3
14206,PHETA1
14207,PHF1
14208,PHF10
14209,PHF11
14210,PHF13
14212,PHF14
14216,PHF20L1
14217,PHF21A
14218,PHF23
14220,PHF24
14221,PHF3
14223,PHF5A
14224,PHF6
14226,PHF7
14227,PHF8
14229,PHGDH
14231,PHIP
14232,PHKB
14233,PHLDA1
14236,PHLDA2
14240,PHLDB2
14242,PHLPP1
14243,PHLPP2
14244,PHOSPHO1
14245,PHOSPHO2
14246,PHOX2A
14247,PHPT1
14248,PHRF1
14249,PHYH
14251,PHYKPL
14252,PI4K2A
14253,PI4K2B
14254,PI4KA
14255,PIAS1
14258,PIBF1
14259,PICALM
14261,PIDD1
14262,PIEZO1
14265,PIF1
14266,PIGC
14267,PIGF
14269,PIGL
14270,PIGN
14271,PIGP
14272,PIGS
14274,PIGT
14276,PIGX
14278,PIGY
14279,PIGYL
14280,PIGZ
14281,PIH1D1
14282,PIK3AP1
14283,PIK3C2A
14284,PIK3C2B
14286,PIK3CA
14287,PIK3CB
14288,PIK3CG
14291,PIK3R3
14292,PIK3R4
14293,PIK3R5
14294,PIK3R6
14295,PILRA
14296,PILRB1
14298,PIM2
14299,PIM3
14300,PIN4
14301,PINLYP
14302,PINX1
14303,PIP4K2A
14304,PIP4K2B
14305,PIP4K2C
14308,PIP5K1B
14310,PIPOX
14312,PISD
14313,PISD-PS3
14314,PITHD1
14315,PITPNA
14316,PITPNB
14318,PITPNM1
14319,PITX3
14321,PIWIL4
14322,PJA1
14323,PJA2
14324,PKD2
14326,PKDCC
14327,PKIA
14329,PKN1
14331,PKN2
14332,PKNOX1
14333,PKNOX2
14334,PKP1
14335,PKP2
14336,PKP4
14337,PLA2G10
14339,PLA2G12B
14340,PLA2G15
14341,PLA2G2A
14342,PLA2G2C
14343,PLA2G2D
14344,PLA2G3
14347,PLA2G4B
14348,PLA2G4C
14349,PLA2G4F
14350,PLA2G6
14352,PLA2R1
14353,PLAC8
14355,PLAC9
14356,PLAGL1
14357,PLAT
14359,PLAUR
14362,PLCD1
14363,PLCD3
14366,PLCG2
14367,PLCH1
14368,PLCH2
14369,PLCL2
14371,PLD1
14372,PLD2
14373,PLD4
14375,PLDN
14376,PLEC
14377,PLEK
14379,PLEK2
14380,PLEKHA1
14381,PLEKHA2
14382,PLEKHA3
14384,PLEKHA4
14386,PLEKHA5
14388,PLEKHA6
14393,PLEKHB1
14394,PLEKHB2
14396,PLEKHF2
14398,PLEKHG3
14402,PLEKHH1
14404,PLEKHH3
14406,PLEKHM1
14407,PLEKHM3
14410,PLEKHO1
14411,PLEKHO2
14412,PLET1
14413,PLGRKT
14416,PLIN3
14422,PLOD2
14424,PLP2
14425,PLPP1
14426,PLPP3
14427,PLPP5
14430,PLRG1
14431,PLS1
14432,PLS3
14435,PLSCR2
14436,PLSCR3
14437,PLSCR4
14438,PLTP
14439,PLVAP
14441,PLXDC1
14442,PLXNA1
14443,PLXNA2
14444,PLXNB1
14445,PLXNB2
14446,PLXNB3
14447,PLXNC1
14448,PLXND1
14451,PMF1
14452,PML
14453,PMM1
14455,PMP22
14457,PMPCA
14458,PMPCB
14460,PMS1
14461,PNCK
14462,PNISR
14463,PNKD
14465,PNKP
14469,PNMA8A
14470,PNN
14471,PNO1
14472,PNP
14474,PNPLA2
14475,PNPLA6
14476,PNPLA8
14477,PNPO
14478,PNPT1
14482,PNRC2
14485,POC5
14486,PODNL1
14487,POF1B
14488,POFUT2
14489,POGK
14490,POGLUT1
14491,POLA2
14494,POLD2
14495,POLD4
14497,POLDIP2
14499,POLDIP3
14501,POLE3
14504,POLG2
14505,POLI
14506,POLL
14507,POLM
14509,POLR1A
14511,POLR1B
14512,POLR1C
14513,POLR1D
14516,POLR1F
14517,POLR1H
14519,POLR1HAS
14523,POLR2D
14524,POLR2E
14526,POLR2F
14528,POLR2G
14529,POLR2H
14530,POLR2I
14532,POLR2K
14534,POLR2L
14535,POLR2M
14537,POLR3B
14538,POLR3C
14540,POLR3D
14541,POLR3E
14543,POLR3F
14545,POLR3GL
14546,POLR3K
14548,POLRMT
14550,POM121
14551,POM121L2
14553,POMGNT1
14555,POMP
14556,POMT1
14558,PON2
14559,PON3
14561,POP1
14562,POP4
14563,POP5
14564,POPDC2
14571,POT1A
14572,POU2AF1
14573,POU2F1
14574,POU2F2
14575,POU4F1
14576,POU5F2
14577,PPA1
14586,PPARGC1B
14587,PPCS
14590,PPEF2
14592,PPFIA1
14593,PPFIA3
14596,PPFIBP1
14597,PPFIBP2
14598,PPHLN1
14599,PPIA
14600,PPIB
14601,PPIC
14602,PPID
14604,PPIE
14606,PPIF
14608,PPIG
14609,PPIL2
14611,PPIL4
14612,PPIP5K1
14613,PPIP5K2
14615,PPM1A
14617,PPM1B
14619,PPM1D
14622,PPM1G
14624,PPM1K
14625,PPM1L
14626,PPM1M
14627,PPME1
14629,PPOX
14631,PPP1CB
14633,PPP1CC
14634,PPP1R10
14635,PPP1R11
14636,PPP1R12A
14638,PPP1R12C
14640,PPP1R13B
14642,PPP1R13L
14643,PPP1R14A
14644,PPP1R14B
14646,PPP1R14C
14647,PPP1R14D
14649,PPP1R16A
14651,PPP1R16B
14652,PPP1R18
14653,PPP1R1B
14656,PPP1R21
14657,PPP1R27
14658,PPP1R32
14659,PPP1R35
14661,PPP1R37
14662,PPP1R3D
14663,PPP1R8
14664,PPP1R9A
14665,PPP1R9B
14667,PPP2CA
14669,PPP2CB
14670,PPP2R1A
14674,PPP2R2D
14675,PPP2R3A
14676,PPP2R3C
14677,PPP2R3D
14678,PPP2R4
14679,PPP2R5A
14681,PPP2R5C
14683,PPP2R5D
14684,PPP2R5E
14686,PPP3CB
14688,PPP3CC
14689,PPP3R1
14691,PPP3R2
14692,PPP4C
14693,PPP4R1
14694,PPP4R1L-PS
14695,PPP4R2
14696,PPP6C
14697,PPP6R1
14698,PPP6R2
14700,PPT1
14701,PPT2
14702,PPTC7
14703,PPYR1
14704,PQBP1
14706,PQLC2
14707,PQLC3
14709,PRAF2
14711,PRAG1
14712,PRAM1
14713,PRAMEF12
14714,PRAMEL1
14715,PRAMEL12
14716,PRAMEL32
14717,PRAP1
14718,PRCC
14721,PRDM2
14722,PRDM4
14723,PRDM5
14724,PRDM6
14725,PRDX1
14726,PRDX2
14727,PRDX3
14730,PRDX6
14731,PRDX6B
14734,PRELID1
14735,PRELID3A
14736,PRELID3B
14738,PREP
14739,PREPL
14740,PREX1
14742,PRF1
14743,PRICKLE1
14744,PRIM1
14745,PRIM2
14746,PRIMPOL
14748,PRKAA2
14749,PRKAB1
14750,PRKAB2
14753,PRKACB
14755,PRKAG1
14756,PRKAG2
14758,PRKAR1A
14759,PRKAR1B
14760,PRKAR2A
14761,PRKAR2B
14768,PRKCDBP
14769,PRKCE
14770,PRKCG
14771,PRKCH
14772,PRKCI
14779,PRKDC
14780,PRKG2
14781,PRKRA
14783,PRKRIP1
14784,PRKX
14785,PRL2A1
14786,PRL3B1
14788,PRL3D1
14789,PRL7A1
14790,PRLHR
14791,PRLR
14792,PRMT1
14794,PRMT2
14795,PRMT3
14796,PRMT5
14798,PRMT7
14800,PRND
14801,PRNP
14804,PRODH
14805,PRODH2
14806,PROK1
14807,PROM1
14808,PROP1
14809,PRORSD1
14812,PROSC
14813,PROX1
14814,PROX2
14815,PROZ
14816,PRP2
14817,PRPF18
14818,PRPF19
14819,PRPF3
14820,PRPF31
14821,PRPF38A
14822,PRPF38B
14823,PRPF39
14825,PRPF4
14826,PRPF40A
14827,PRPF40B
14829,PRPF4B
14830,PRPF6
14831,PRPF8
14832,PRPS1
14833,PRPS2
14834,PRPSAP1
14835,PRPSAP2
14837,PRR11
14839,PRR13
14840,PRR14L
14841,PRR15
14842,PRR15L
14843,PRR3
14845,PRR7
14846,PRRC2A
14848,PRRC2B
14850,PRRC2C
14851,PRRG1
14852,PRRG2
14854,PRRT1
14856,PRRX1
14858,PRRXL1
14859,PRSS12
14860,PRSS16
14863,PRSS27
14864,PRSS32
14865,PRSS33
14866,PRSS36
14867,PRSS37
14868,PRSS41
14869,PRSS53
14871,PRSS54
14872,PRTN3
14873,PRUNE
14874,PRXL2A
14875,PRXL2C
14876,PSAP
14878,PSAPL1
14880,PSAT1
14882,PSD
14884,PSD3
14885,PSEN1
14886,PSENEN
14888,PSIP1
14889,PSMA1
14891,PSMA2
14897,PSMA5
14899,PSMA6
14900,PSMA7
14901,PSMB1
14902,PSMB10
14903,PSMB2
14905,PSMB4
14906,PSMB7
14907,PSMB8
14908,PSMC1
14910,PSMC3
14912,PSMC3IP
14913,PSMC4
14915,PSMC5
14916,PSMC6
14918,PSMD10
14920,PSMD11
14921,PSMD12
14923,PSMD13
14925,PSMD14
14926,PSMD2
14927,PSMD3
14928,PSMD4
14930,PSMD5
14931,PSMD6
14933,PSMD7
14935,PSMD8
14936,PSMD9
14939,PSME2
14940,PSME3
14941,PSME4
14942,PSMF1
14943,PSMG1
14944,PSMG2
14945,PSMG3
14946,PSMG4
14947,PSORS1C2
14950,PSRC1
14951,PSTK
14953,PSTPIP1
14954,PTBP1
14955,PTBP2
14956,PTBP3
14959,PTCD2
14961,PTCD3
14962,PTCHD3
14963,PTDSS1
14964,PTDSS2
14967,PTGER1
14968,PTGER2
14974,PTGES2
14978,PTGFRN
14981,PTGR2
14993,PTH1R
15000,PTK7
15002,PTMA
15004,PTMS
15006,PTN
15007,PTOV1
15011,PTP4A2
15012,PTP4A3
15014,PTPA
15015,PTPMT1
15016,PTPN1
15017,PTPN11
15018,PTPN12
15020,PTPN13
15022,PTPN14
15023,PTPN2
15024,PTPN23
15025,PTPN3
15026,PTPN5
15027,PTPN6
15029,PTPRA
15031,PTPRC
15032,PTPRCAP
15034,PTPRD
15035,PTPRE
15036,PTPRF
15037,PTPRH
15038,PTPRJ
15040,PTPRK
15041,PTPRM
15042,PTPRO
15044,PTPRS
15045,PTPRT
15046,PTPRZ1
15047,PTRF
15048,PTRH1
15049,PTRH2
15050,PTS
15051,PTTG1IP
15053,PUF60
15055,PUM1
15056,PUM2
15057,PUM3
15058,PURA
15059,PURB
15061,PURG
15062,PUS1
15063,PUS10
15064,PUS3
15065,PVR
15066,PVRL3
15067,PWP1
15068,PWP2
15069,PWWP2A
15070,PWWP3A
15071,PXDN
15072,PXMP2
15076,PXT1
15077,PXYLP1
15080,PYCR2
15082,PYCRL
15085,PYGL
15086,PYGO2
15087,PYROXD1
15088,PYROXD2
15089,PYURF
15090,PYY
15091,QDPR
15092,QKI
15094,QPCT
15096,QPRT
15097,QRICH1
15099,QRSL1
15101,QTRT1
15102,R3HCC1
15104,R3HCC1L
15105,R3HDM1
15107,R3HDM2
15108,R3HDM4
15109,R74862
15110,RAB1
15111,RAB10
15113,RAB11A
15115,RAB11B
15118,RAB11FIP1
15119,RAB11FIP2
15120,RAB11FIP5
15122,RAB12
15124,RAB14
15125,RAB15
15127,RAB18
15128,RAB19
15130,RAB1B
15131,RAB20
15132,RAB21
15134,RAB22A
15136,RAB23
15137,RAB24
15138,RAB25
15139,RAB27B
15141,RAB28
15142,RAB29
15143,RAB2A
15145,RAB2B
15147,RAB31
15152,RAB33A
15153,RAB33B
15154,RAB34
15155,RAB35
15158,RAB3B
15160,RAB3D
15161,RAB3GAP2
15163,RAB3IL1
15164,RAB3IP
15166,RAB40C
15167,RAB42
15168,RAB43
15169,RAB4A
15170,RAB4B
15171,RAB5A
15173,RAB5B
15174,RAB5IF
15175,RAB6A
15176,RAB6B
15177,RAB7
15178,RAB7L1
15179,RAB8A
15181,RAB9
15183,RAB9B
15184,RABAC1
15185,RABEP1
15186,RABEP2
15187,RABGAP1L
15189,RABGEF1
15190,RABGGTA
15191,RABL3
15192,RABL6
15195,RAC2
15199,RAD17
15201,RAD18
15202,RAD21
15203,RAD23A
15204,RAD23B
15205,RAD50
15207,RAD51AP1
15208,RAD51D
15210,RAD54L
15211,RAD54L2
15212,RAD9
15213,RAE1
15217,RAI1
15218,RAI14
15219,RALA
15221,RALB
15223,RALBP1
15225,RALGAPA1
15227,RALGAPA2
15228,RALGDS
15229,RALGPS2
15230,RALY
15231,RAMAC
15232,RAMP1
15233,RAMP2
15235,RAN
15236,RANBP1
15237,RANBP10
15238,RANBP17
15239,RANBP2
15240,RANBP3
15242,RANBP9
15243,RANGAP1
15245,RANGRF
15247,RAP1B
15249,RAP1GAP
15250,RAP1GDS1
15251,RAP2A
15252,RAP2C
15255,RAPGEF5
15256,RAPGEF6
15257,RAPGEFL1
15258,RAPH1
15259,RARB
15260,RARG
15261,RARS
15262,RASA1
15263,RASA3
15265,RASA4
15266,RASAL1
15267,RASAL2
15268,RASAL3
15269,RASGEF1A
15271,RASGRF1
15273,RASGRP1
15274,RASGRP2
15276,RASGRP4
15277,RASIP1
15278,RASL10B
15279,RASL11A
15280,RASL11B
15281,RASL12
15282,RASL2-9
15283,RASSF1
15284,RASSF2
15286,RASSF3
15287,RASSF4
15288,RASSF5
15291,RAVER1
15292,RAVER2
15293,RAX
15296,RB1CC1
15297,RBBP4
15298,RBBP5
15299,RBBP6
15300,RBBP7
15301,RBBP8
15303,RBBP9
15304,RBFA
15305,RBFOX2
15306,RBFOX3
15307,RBIS
15308,RBKS
15310,RBL1
15312,RBL2
15313,RBM12B2
15314,RBM14
15315,RBM15
15317,RBM17
15318,RBM18
15320,RBM19
15321,RBM25
15322,RBM26
15323,RBM27
15326,RBM38
15327,RBM39
15329,RBM4
15331,RBM4B
15332,RBM5
15333,RBM7
15334,RBM8A
15335,RBMS3
15337,RBMXL1
15338,RBP1
15340,RBP2
15342,RBP7
15343,RBPJ
15344,RBPMS
15345,RBPMS2
15346,RBSN
15348,RBX1
15350,RC3H1
15353,RCAN2
15354,RCAN3
15355,RCBTB1
15357,RCBTB2
15359,RCC1
15360,RCC2
15361,RCE1
15363,RCHY1
15364,RCL1
15365,RCN2
15366,RCN3
15367,RCOR1
15368,RCOR2
15369,RCOR3
15371,RDH10
15372,RDH11
15374,RDH13
15375,RDH14
15377,RDH19
15378,RDM1
15379,RDX
15380,REC8
15381,RECK
15382,RECQL4
15383,RECQL5
15388,REEP4
15389,REEP5
15390,REEP6
15391,REG1
15392,REG3B
15394,REG4
15403,RELL1
15405,REM2
15406,RENBP
15407,REP15
15408,REPS1
15409,RER1
15411,RESP18
15412,REST
15414,RETN
15416,RETNLA
15418,RETNLB
15419,RETREG2
15420,REV1
15421,REV3L
15423,REX1BD
15424,REXO1
15425,REXO2
15426,REXO4
15427,RFC1
15429,RFC2
15431,RFC3
15432,RFC4
15433,RFC5
15434,RFESD
15435,RFFL
15436,RFK
15437,RFNG
15439,RFWD2
15440,RFWD3
15441,RFX2
15442,RFX3
15443,RFX6
15444,RFXANK
15447,RGL1
15448,RGL2
15450,RGL3
15451,RGMA
15453,RGMB
15454,RGN
15455,RGP1
15456,RGS1
15457,RGS11
15459,RGS14
15460,RGS16
15461,RGS17
15464,RGS19
15466,RGS4
15468,RGS8
15469,RHBDD1
15471,RHBDF1
15472,RHBDF2
15473,RHBDL2
15474,RHBDL3
15475,RHCG
15476,RHEB
15477,RHEBL1
15481,RHOBTB1
15483,RHOBTB3
15486,RHOD
15487,RHOH
15488,RHOJ
15489,RHOQ
15490,RHOT1
15491,RHOT2
15492,RHOX10
15493,RHOX5
15495,RHPN2
15497,RIC8B
15498,RICTOR
15500,RIDA
15502,RIF1
15504,RILPL1
15505,RILPL2
15507,RIMS2
15508,RIN1
15509,RIN3
15510,RINL
15511,RIOK1
15512,RIOK2
15514,RIOK3
15516,RIOX2
15517,RIPK3
15518,RIPPLY3
15519,RIT1
15520,RLIM
15521,RMDN1
15523,RMDN2
15524,RMDN3
15525,RMND1
15526,RMND5A
15527,RMND5B
15529,RN18S
15530,RNASE1
15531,RNASE10
15532,RNASE4
15535,RNASEH2A
15539,RNASEH2C
15540,RNASEK
15541,RNASEL
15542,RNASET2A
15543,RNASET2B
15545,RND2
15546,RND3
15548,RNF10
15552,RNF11
15554,RNF111
15556,RNF113A2
15558,RNF114
15560,RNF115
15561,RNF121
15563,RNF122
15564,RNF123
15566,RNF126
15568,RNF13
15569,RNF130
15571,RNF138
15572,RNF139
15574,RNF14
15576,RNF141
15579,RNF146
15580,RNF149
15581,RNF150
15582,RNF152
15583,RNF166
15586,RNF168
15588,RNF17
15589,RNF170
15591,RNF180
15592,RNF181
15593,RNF183
15594,RNF185
15597,RNF187
15598,RNF19A
15600,RNF19B
15601,RNF2
15602,RNF20
15603,RNF212
15605,RNF213
15606,RNF214
15607,RNF215
15608,RNF216
15609,RNF217
15610,RNF220
15612,RNF24
15613,RNF31
15614,RNF32
15615,RNF34
15617,RNF40
15619,RNF41
15621,RNF44
15623,RNF5
15625,RNF6
15627,RNF7
15628,RNF8
15630,RNFT1
15631,RNGTT
15633,RNH1
15635,RNLS
15636,RNMT
15637,RNPC3
15638,RNPEP
15639,RNPEPL1
15641,RNPS1
15643,ROBO1
15644,ROBO3
15645,ROBO4
15646,ROCK2
15647,ROGDI
15648,RORA
15649,RORC
15650,RP2
15651,RP9
15653,RPA2
15654,RPA3
15656,RPAIN
15657,RPAP1
15658,RPAP3
15659,RPE
15660,RPF1
15662,RPF2
15663,RPGR
15665,RPGRIP1
15666,RPGRIP1L
15667,RPIA
15668,RPL10A
15669,RPL10L
15673,RPL13
15674,RPL13A
15676,RPL14
15677,RPL15
15678,RPL17
15679,RPL18
15680,RPL18A
15681,RPL19
15686,RPL22L1
15688,RPL23A
15689,RPL24
15690,RPL26
15691,RPL27
15692,RPL27A
15693,RPL28
15694,RPL29
15695,RPL30
15696,RPL31
15697,RPL32
15698,RPL35A
15699,RPL36A
15701,RPL36AL
15702,RPL37
15703,RPL39
15705,RPL4
15707,RPL5
15709,RPL7A
15710,RPL8
15711,RPL9
15713,RPLP0
15714,RPLP1
15715,RPN1
15716,RPN2
15718,RPP21
15721,RPRD1A
15722,RPRD1B
15724,RPRD2
15725,RPRM
15726,RPS10
15727,RPS11
15728,RPS12
15730,RPS13
15732,RPS14
15733,RPS15
15734,RPS15A
15735,RPS16
15736,RPS17
15737,RPS18
15738,RPS19BP1
15742,RPS20
15743,RPS21
15744,RPS24
15746,RPS25
15747,RPS26
15749,RPS27
15750,RPS27A
15754,RPS28
15756,RPS29
15759,RPS3A1
15761,RPS5
15763,RPS6KA1
15765,RPS6KA3
15767,RPS6KA4
15770,RPS6KB2
15771,RPS6KC1
15773,RPS7
15774,RPS8
15775,RPSA
15777,RPUSD3
15779,RRAGA
15780,RRAGC
15782,RRAS2
15785,RREB1
15788,RRNAD1
15789,RRP1
15790,RRP15
15791,RRP1B
15792,RRP36
15793,RRP7A
15794,RRP9
15798,RSBN1
15799,RSBN1L
15800,RSF1
15801,RSL1
15802,RSL1D1
15804,RSL24D1
15805,RSPH3A
15807,RSPRY1
15808,RSRC1
15809,RSRC2
15813,RSU1
15814,RT1-CE12
15815,RT1-M1-5
15816,RTCB
15818,RTEL1
15819,RTF1
15820,RTF2
15821,RTKN
15825,RTN1
15826,RTN2
15827,RTN4
15829,RTP4
15831,RTRAF
15832,RUFY1
15834,RUNDC1
15836,RUNDC3A
15838,RUNDC3B
15840,RUNX1
15841,RUNX1T1
15843,RUSC1
15844,RUSC2
15845,RUSF1
15846,RUVBL1
15847,RUVBL2
15848,RWDD2A
15849,RWDD2B
15851,RWDD4A
15852,RXFP2
15855,RXRB
15857,RYBP
15859,RYK
15862,RYR2
15863,S100A1
15865,S100A11
15869,S100A16
15871,S100A3
15872,S100A6
15873,S100A8
15874,S100A9
15876,S100B
15880,S100G
15881,S1PR1
15883,S1PR3
15885,SAA1
15886,SAA2
15888,SACM1L
15890,SAE1
15891,SAFB
15892,SAFB2
15893,SALL1
15894,SALL2
15895,SAMD1
15896,SAMD10
15898,SAMD14
15899,SAMD4B
15901,SAMD8
15902,SAMHD1
15903,SAMM50
15904,SAP130
15905,SAP18
15907,SAP30BP
15908,SAP30L
15910,SAR1A
15911,SAR1B
15913,SARAF
15914,SARNP
15915,SARS
15916,SARS2
15917,SART1
15919,SART3
15920,SASH1
15921,SASH3
15922,SASS6
15924,SATB1
15926,SATB2
15927,SAV1
15928,SAXO2
15929,SBDS
15930,SBF1
15931,SBF2
15932,SBNO1
15933,SBSN
15934,SC5D
15936,SCAF1
15937,SCAF11
15938,SCAF4
15939,SCAF8
15941,SCAI
15942,SCAMP1
15943,SCAMP2
15944,SCAMP4
15945,SCAND1
15946,SCAP
15947,SCAPER
15948,SCARF1
15949,SCCPDH
15950,SCD1
15953,SCD2
15955,SCD3
15956,SCFD1
15957,SCFD2
15958,SCG2
15959,SCG5
15961,SCHIP1
15962,SCIN
15964,SCLY
15966,SCMH1
15968,SCML2
15971,SCN2B
15973,SCN4A
15975,SCN5A
15977,SCN7A
15978,SCNN1A
15979,SCNN1B
15980,SCO1
15981,SCP2
15983,SCPEP1
15985,SCRN1
15986,SCRN3
15990,SCUBE1
15991,SCUBE2
15992,SCX
15993,SCYL1
15994,SCYL2
15995,SCYL3
15996,SDC1
15998,SDC2
15999,SDC3
16001,SDC4
16002,SDCBP
16004,SDCBP2
16006,SDCCAG8
16007,SDF2
16009,SDF4
16011,SDHA
16013,SDHAF1
16014,SDHAF4
16015,SDHB
16016,SDHC
16017,SDHD
16019,SDK1
16020,SDK2
16021,SDR39U1
16023,SDR42E1
16025,SDS
16026,SEC1
16028,SEC11A
16030,SEC13
16032,SEC14L1
16033,SEC14L4
16034,SEC16A
16036,SEC22A
16039,SEC22C
16040,SEC23A
16042,SEC24A
16044,SEC24B
16046,SEC24C
16047,SEC24D
16049,SEC31A
16051,SEC61A1
16052,SEC61B
16053,SEC61G
16054,SEC62
16055,SEC63
16056,SECISBP2L
16057,SECTM1
16058,SECTM1A
16059,SECTM1B
16060,SEH1L
16062,SEL1L
16064,SELENBP1
16065,SELENOF
16066,SELENOH
16068,SELENOK
16069,SELENON
16070,SELENOO
16071,SELENOP
16072,SELENOS
16075,SELK
16076,SELL
16077,SELM
16078,SELPLG
16079,SEM1
16082,SEMA3E
16083,SEMA3F
16085,SEMA4A
16087,SEMA4C
16088,SEMA4D
16089,SEMA4G
16091,SEMA5A
16093,SEMA5B
16094,SEMA6A
16096,SEMA6D
16097,SEMA7A
16098,SENP2
16100,SENP3
16101,SENP6
16102,SENP7
16103,SENP8
16104,SEPHS1
16105,SEPHS2
16106,SEPN1
16107,SEPSECS
16108,SEPTIN10
16109,SEPTIN14
16110,SEPTIN2
16112,SEPTIN4
16114,SEPTIN5
16116,SEPTIN6
16117,SEPTIN7
16118,SEPTIN8
16120,SEPW1
16121,SERBP1
16123,SERF1
16125,SERINC1
16127,SERINC2
16128,SERINC3
16130,SERINC5
16131,SERP1
16133,SERPINA10
16137,SERPINA3M
16138,SERPINA9
16141,SERPINB5
16144,SERPINB6A
16145,SERPINC1
16148,SERPINF2
16149,SERPINH1
16150,SERTAD1
16152,SERTAD2
16155,SERTAD3
16156,SERTAD4
16157,SESN3
16158,SESTD1
16160,SET
16162,SETD1A
16164,SETD2
16166,SETD3
16167,SETD4
16168,SETD5
16170,SETD6
16171,SETD7
16173,SETDB1
16174,SETMAR
16175,SETX
16177,SEZ6
16178,SEZ6L2
16179,SF1
16181,SF3A3
16183,SF3B1
16185,SF3B2
16186,SF3B3
16187,SF3B4
16188,SF3B5
16189,SF3B6
16190,SFI1
16191,SFMBT1
16192,SFMBT2
16193,SFN
16195,SFPQ
16196,SFR1
16197,SFRP1
16202,SFRS18
16203,SFSWAP
16204,SFT2D2
16206,SFT2D3
16207,SFTPA1
16208,SFXN1
16209,SFXN2
16210,SFXN3
16211,SFXN4
16212,SFXN5
16213,SGF29
16214,SGIP1
16218,SGK3
16221,SGPL1
16222,SGPP1
16224,SGSH
16226,SGSM1
16228,SGSM2
16229,SGSM3
16230,SGTA
16231,SH2B1
16234,SH2B2
16235,SH2B3
16237,SH2D2A
16238,SH2D5
16239,SH3BGR
16240,SH3BGRL
16242,SH3BGRL2
16243,SH3BGRL3
16244,SH3BP2
16246,SH3BP4
16247,SH3BP5L
16248,SH3GL1
16249,SH3GL2
16251,SH3KBP1
16252,SH3PXD2A
16253,SH3PXD2B
16254,SH3RF1
16255,SH3TC1
16256,SH3TC2
16257,SH3YL1
16259,SHANK3
16260,SHB
16261,SHC2
16264,SHF
16265,SHISA2
16266,SHISA4
16267,SHISA5
16269,SHKBP1
16270,SHLD1
16271,SHMT1
16272,SHMT2
16274,SHOC2
16276,SHPRH
16277,SHQ1
16279,SHROOM2
16280,SHROOM3
16281,SIAE
16282,SIAH1A
16283,SIAH1B
16286,SIDT2
16287,SIGLEC5
16288,SIGLECG
16290,SIK3
16291,SIKE1
16292,SIL1
16294,SIN3B
16295,SIPA1
16298,SIPA1L3
16299,SIRPA
16300,SIRPB1B
16303,SIRT2
16305,SIRT3
16307,SIRT4
16308,SIRT5
16309,SIRT7
16310,SIS
16311,SIT1
16312,SIVA1
16313,SIX4
16314,SIX5
16315,SKAP1
16316,SKAP2
16318,SKI
16319,SKIV2L
16320,SKIV2L2
16321,SLA
16322,SLA2
16323,SLAIN1
16324,SLAIN2
16325,SLAMF6
16326,SLAMF9
16327,SLBP
16331,SLC10A3
16333,SLC10A4
16334,SLC10A6
16335,SLC10A7
16336,SLC11A1
16337,SLC11A2
16338,SLC12A2
16339,SLC12A4
16341,SLC12A5
16342,SLC12A6
16345,SLC12A7
16346,SLC12A9
16347,SLC13A1
16348,SLC13A5
16349,SLC14A1
16350,SLC14A2
16351,SLC15A2
16352,SLC15A3
16359,SLC16A12
16360,SLC16A13
16361,SLC16A3
16362,SLC16A6
16364,SLC16A9
16366,SLC17A5
16368,SLC18A1
16369,SLC18B1
16370,SLC19A1
16372,SLC1A1
16375,SLC20A1
16376,SLC20A2
16377,SLC22A1
16378,SLC22A16
16379,SLC22A18
16380,SLC22A23
16383,SLC22A4
16384,SLC22A5
16385,SLC22A6
16386,SLC23A2
16388,SLC23A3
16389,SLC24A3
16390,SLC25A1
16391,SLC25A10
16394,SLC25A12
16396,SLC25A13
16398,SLC25A14
16400,SLC25A17
16401,SLC25A19
16402,SLC25A20
16403,SLC25A22
16404,SLC25A24
16405,SLC25A26
16406,SLC25A28
16407,SLC25A3
16409,SLC25A30
16410,SLC25A32
16413,SLC25A35
16415,SLC25A36
16418,SLC25A38
16420,SLC25A39
16422,SLC25A40
16423,SLC25A45
16424,SLC25A46
16426,SLC25A5
16428,SLC25A51
16430,SLC26A11
16431,SLC26A2
16432,SLC26A3
16434,SLC26A6
16435,SLC27A1
16436,SLC27A2
16437,SLC27A3
16439,SLC27A4
16441,SLC28A2
16444,SLC2A13
16446,SLC2A2
16447,SLC2A3
16451,SLC2A6
16452,SLC2A8
16454,SLC30A4
16455,SLC30A5
16457,SLC30A6
16458,SLC30A7
16459,SLC30A9
16460,SLC31A1
16461,SLC31A2
16463,SLC33A1
16465,SLC35A1
16466,SLC35A2
16467,SLC35A3
16468,SLC35A4
16470,SLC35A5
16471,SLC35B1
16472,SLC35B2
16474,SLC35B3
16476,SLC35B4
16477,SLC35C1
16478,SLC35C2
16480,SLC35D1
16481,SLC35D2
16482,SLC35D3
16485,SLC35E1
16486,SLC35E2
16488,SLC35F2
16489,SLC35F5
16490,SLC35F6
16491,SLC35G1
16492,SLC36A1
16493,SLC37A1
16494,SLC37A2
16495,SLC37A3
16496,SLC38A1
16498,SLC38A10
16499,SLC38A11
16500,SLC38A2
16501,SLC38A3
16502,SLC38A4
16503,SLC38A7
16504,SLC38A9
16505,SLC39A10
16506,SLC39A11
